year,quarter,period,market,internal_class,rba,available_space,availability_proportion,overall_rent,direct_overall_rent,sublet_overall_rent,leasing
2022,Q2,2022-Q2,Charlotte,A,39546846,8927193,0.225737168,32.31139458,33.547396,27.55429,623804
2022,Q2,2022-Q2,Charlotte,O,26510518,4703545,0.177421844,32.31139458,33.547396,27.55429,162356
2022,Q3,2022-Q3,Charlotte,A,39546846,8707690,0.220186712,32.57020334,33.699419,27.908196,468209
2022,Q3,2022-Q3,Charlotte,O,26510518,4930678,0.1859895,32.57020334,33.699419,27.908196,272948
2022,Q4,2022-Q4,Charlotte,A,40011170,9340801,0.233454833,32.3945933,33.338452,28.241011,405718
2022,Q4,2022-Q4,Charlotte,O,26114614,5333703,0.204242077,32.3945933,33.338452,28.241011,130848
2023,Q1,2023-Q1,Charlotte,A,40011170,9215297,0.230318109,32.35942915,33.418024,27.980145,321791
2023,Q1,2023-Q1,Charlotte,O,26042316,5410075,0.2077417,32.35942915,33.418024,27.980145,231747
2023,Q2,2023-Q2,Charlotte,A,40368876,9641826,0.238843063,31.9282834,32.907493,28.061922,330126
2023,Q2,2023-Q2,Charlotte,O,26168336,5642270,0.215614397,31.9282834,32.907493,28.061922,187162
2023,Q3,2023-Q3,Charlotte,A,40370336,10103813,0.25027815,32.59762268,33.557923,28.197984,429352
2023,Q3,2023-Q3,Charlotte,O,26113051,5286150,0.202433258,32.59762268,33.557923,28.197984,192778
2023,Q4,2023-Q4,Charlotte,A,40496336,10462582,0.258358732,32.44297918,33.35182,28.205471,338832
2023,Q4,2023-Q4,Charlotte,O,26426959,5746412,0.217445072,32.44297918,33.35182,28.205471,253715
2024,Q1,2024-Q1,Charlotte,A,40147814,10846626,0.270167287,32.71458395,33.675089,28.628184,487017
2024,Q1,2024-Q1,Charlotte,O,26329597,5730820,0.217656958,32.71458395,33.675089,28.628184,201822
2024,Q2,2024-Q2,Charlotte,A,40147814,10693101,0.266343293,32.92348727,33.842685,28.519223,343733
2024,Q2,2024-Q2,Charlotte,O,26058052,5557266,0.213264829,32.92348727,33.842685,28.519223,277821
2024,Q3,2024-Q3,Charlotte,A,39867309,10957397,0.274846667,33.24201232,33.794596,29.718212,573356
2024,Q3,2024-Q3,Charlotte,O,25950507,5874767,0.226383515,33.24201232,33.794596,29.718212,288699
2024,Q4,2024-Q4,Charlotte,A,40028106,10518514,0.263,33.5,34.405957,28.611731,677741
2024,Q4,2024-Q4,Charlotte,O,25637504,6101587,0.238,33.5,34.405957,28.611731,200256
2018,Q1,2018-Q1,Chicago Suburbs,A,54362692,14511067,0.266930619,23.14476563,NA,NA,645808
2018,Q1,2018-Q1,Chicago Suburbs,O,46619476,12280805,0.263426492,23.14476563,NA,NA,495329
2018,Q2,2018-Q2,Chicago Suburbs,A,54362692,14342983,0.263838719,23.50885505,NA,NA,1014777
2018,Q2,2018-Q2,Chicago Suburbs,O,46523263,12077233,0.25959557,23.50885505,NA,NA,489801
2018,Q3,2018-Q3,Chicago Suburbs,A,54362692,14701312,0.270430169,23.44238666,NA,NA,816288
2018,Q3,2018-Q3,Chicago Suburbs,O,46523263,12500345,0.268690203,23.44238666,NA,NA,400563
2018,Q4,2018-Q4,Chicago Suburbs,A,53959122,14304151,0.26509236,23.56821774,NA,NA,1182043
2018,Q4,2018-Q4,Chicago Suburbs,O,46460863,12883903,0.27730658,23.56821774,NA,NA,333113
2019,Q1,2019-Q1,Chicago Suburbs,A,54043122,14913826,0.275961592,24.04795405,24.327316,16.865199,806254
2019,Q1,2019-Q1,Chicago Suburbs,O,46402863,12689128,0.273455713,24.04795405,24.327316,16.865199,567383
2019,Q2,2019-Q2,Chicago Suburbs,A,52799639,13766770,0.260736063,23.77020585,24.04943,17.731739,907751
2019,Q2,2019-Q2,Chicago Suburbs,O,46402863,12329988,0.265716105,23.77020585,24.04943,17.731739,593798
2019,Q3,2019-Q3,Chicago Suburbs,A,52883639,13419547,0.253756119,24.27635613,24.492953,18.17136,767584
2019,Q3,2019-Q3,Chicago Suburbs,O,46517863,12149807,0.261185837,24.27635613,24.492953,18.17136,439240
2019,Q4,2019-Q4,Chicago Suburbs,A,53023060,13354911,0.251869866,24.2355583,24.484725,18.416881,995197
2019,Q4,2019-Q4,Chicago Suburbs,O,46721851,11866981,0.253992099,24.2355583,24.484725,18.416881,451988
2020,Q1,2020-Q1,Chicago Suburbs,A,53023060,13300825,0.250849819,24.23374043,24.46515,18.285078,693581
2020,Q1,2020-Q1,Chicago Suburbs,O,46652571,12883825,0.27616538,24.23374043,24.46515,18.285078,925223
2020,Q2,2020-Q2,Chicago Suburbs,A,53023060,13504531,0.254691657,24.19199276,24.447335,18.293188,307651
2020,Q2,2020-Q2,Chicago Suburbs,O,46652571,13019919,0.279082561,24.19199276,24.447335,18.293188,261395
2020,Q3,2020-Q3,Chicago Suburbs,A,53023060,14559088,0.274580305,24.2077729,24.48277,18.610279,326716
2020,Q3,2020-Q3,Chicago Suburbs,O,46652571,13234765,0.283687795,24.2077729,24.48277,18.610279,497960
2020,Q4,2020-Q4,Chicago Suburbs,A,53347060,15351937,0.287774753,24.3449667,24.613488,19.391583,727274
2020,Q4,2020-Q4,Chicago Suburbs,O,46535493,13146763,0.282510449,24.3449667,24.613488,19.391583,336516
2021,Q1,2021-Q1,Chicago Suburbs,A,53347060,16656965,0.312237732,24.37637633,24.738236,18.085951,454352
2021,Q1,2021-Q1,Chicago Suburbs,O,46492893,13156016,0.282968324,24.37637633,24.738236,18.085951,393679
2021,Q2,2021-Q2,Chicago Suburbs,A,53252685,16907299,0.317491954,24.31182058,24.732423,18.275914,579661
2021,Q2,2021-Q2,Chicago Suburbs,O,46219247,13618506,0.294650105,24.31182058,24.732423,18.275914,514563
2021,Q3,2021-Q3,Chicago Suburbs,A,53252685,17127054,0.3216186,24.15894498,24.620673,18.941449,946712
2021,Q3,2021-Q3,Chicago Suburbs,O,46414363,13717966,0.295554331,24.15894498,24.620673,18.941449,505909
2021,Q4,2021-Q4,Chicago Suburbs,A,53252685,17778875,0.333858753,24.25227926,24.718796,18.924543,615525
2021,Q4,2021-Q4,Chicago Suburbs,O,46374363,13625034,0.293805308,24.25227926,24.718796,18.924543,502008
2022,Q1,2022-Q1,Chicago Suburbs,A,53252685,17820946,0.334648779,25.46032648,25.923987,19.640306,1012695
2022,Q1,2022-Q1,Chicago Suburbs,O,46374363,13376588,0.288447908,25.46032648,25.923987,19.640306,363725
2022,Q2,2022-Q2,Chicago Suburbs,A,53252685,17624200,0.330954204,25.532819,25.952858,19.170976,619760
2022,Q2,2022-Q2,Chicago Suburbs,O,46318433,12915523,0.278841968,25.532819,25.952858,19.170976,1084905
2022,Q3,2022-Q3,Chicago Suburbs,A,53136932,18093271,0.340502741,25.3391147,25.744728,19.22519,787451
2022,Q3,2022-Q3,Chicago Suburbs,O,45880900,12773008,0.278394888,25.3391147,25.744728,19.22519,520648
2022,Q4,2022-Q4,Chicago Suburbs,A,53334459,18111694,0.339587095,25.40336982,25.79675,19.275243,899155
2022,Q4,2022-Q4,Chicago Suburbs,O,45880900,12620089,0.275061932,25.40336982,25.79675,19.275243,490461
2023,Q1,2023-Q1,Chicago Suburbs,A,53441106,18110080,0.338879214,26.69120834,27.12757,19.783691,885641
2023,Q1,2023-Q1,Chicago Suburbs,O,45805456,12423404,0.271221053,26.69120834,27.12757,19.783691,574226
2023,Q2,2023-Q2,Chicago Suburbs,A,53123908,18269401,0.343901676,26.82372952,27.296785,19.632209,861064
2023,Q2,2023-Q2,Chicago Suburbs,O,45734403,12187897,0.266492972,26.82372952,27.296785,19.632209,389820
2023,Q3,2023-Q3,Chicago Suburbs,A,53029852,18625410,0.351225004,26.95777455,27.392801,20.023565,920867
2023,Q3,2023-Q3,Chicago Suburbs,O,45556972,12034851,0.264171442,26.95777455,27.392801,20.023565,494988
2023,Q4,2023-Q4,Chicago Suburbs,A,52533821,18611970,0.35428548,27.15578435,27.654825,19.630019,876585
2023,Q4,2023-Q4,Chicago Suburbs,O,45556972,11924083,0.261740025,27.15578435,27.654825,19.630019,419201
2024,Q1,2024-Q1,Chicago Suburbs,A,52427821,18727906,0.357213129,27.07378335,27.583079,18.469279,1083572
2024,Q1,2024-Q1,Chicago Suburbs,O,45379121,12024200,0.264972078,27.07378335,27.583079,18.469279,518814
2024,Q2,2024-Q2,Chicago Suburbs,A,52427821,19184357,0.365919404,27.36201075,27.779732,19.465606,1168011
2024,Q2,2024-Q2,Chicago Suburbs,O,44426340,12065882,0.271592978,27.36201075,27.779732,19.465606,389084
2024,Q3,2024-Q3,Chicago Suburbs,A,52372406,18281276,0.349063131,27.11992778,27.516841,19.603286,924958
2024,Q3,2024-Q3,Chicago Suburbs,O,44481807,12156242,0.273285705,27.11992778,27.516841,19.603286,262808
2024,Q4,2024-Q4,Chicago Suburbs,A,52395144,17872545,0.341,27.71,28.107561,19.598832,1384473
2024,Q4,2024-Q4,Chicago Suburbs,O,44392732,11766354,0.265,27.71,28.107561,19.598832,453538
2018,Q1,2018-Q1,Dallas-Ft. Worth,A,121184708,30083227,0.248242765,24.06305745,NA,NA,1818846
2018,Q1,2018-Q1,Dallas-Ft. Worth,O,83574408,20321410,0.243153502,24.06305745,NA,NA,1241663
2018,Q2,2018-Q2,Dallas-Ft. Worth,A,121184708,29754032,0.245526292,24.22425907,NA,NA,2549100
2018,Q2,2018-Q2,Dallas-Ft. Worth,O,83525774,19954275,0.238899612,24.22425907,NA,NA,1388775
2018,Q3,2018-Q3,Dallas-Ft. Worth,A,121551095,29055606,0.239040265,24.20748054,NA,NA,2490479
2018,Q3,2018-Q3,Dallas-Ft. Worth,O,83525774,20849540,0.24961804,24.20748054,NA,NA,1207382
2018,Q4,2018-Q4,Dallas-Ft. Worth,A,121551095,28392299,0.233583243,24.21118784,NA,NA,1950211
2018,Q4,2018-Q4,Dallas-Ft. Worth,O,83525774,20815271,0.24920776,24.21118784,NA,NA,1314217
2019,Q1,2019-Q1,Dallas-Ft. Worth,A,121831325,28082361,0.230501975,24.12165091,24.483276,20.91483,1864407
2019,Q1,2019-Q1,Dallas-Ft. Worth,O,83525774,20864324,0.249795039,24.12165091,24.483276,20.91483,1295533
2019,Q2,2019-Q2,Dallas-Ft. Worth,A,121831325,29532652,0.242406064,24.28270698,24.634453,20.887315,2064234
2019,Q2,2019-Q2,Dallas-Ft. Worth,O,83525774,20244675,0.242376383,24.28270698,24.634453,20.887315,1715219
2019,Q3,2019-Q3,Dallas-Ft. Worth,A,121831325,30984497,0.254322909,24.7476125,25.053523,21.852206,2636778
2019,Q3,2019-Q3,Dallas-Ft. Worth,O,83525774,20245951,0.24239166,24.7476125,25.053523,21.852206,1763287
2019,Q4,2019-Q4,Dallas-Ft. Worth,A,121831325,31227455,0.256317125,24.79228966,25.112505,22.047956,1893093
2019,Q4,2019-Q4,Dallas-Ft. Worth,O,83525774,19437523,0.232712875,24.79228966,25.112505,22.047956,1452315
2020,Q1,2020-Q1,Dallas-Ft. Worth,A,123423091,30591256,0.247856829,25.54624656,25.89681,22.420133,2037007
2020,Q1,2020-Q1,Dallas-Ft. Worth,O,83628774,19443395,0.232496473,25.54624656,25.89681,22.420133,1130244
2020,Q2,2020-Q2,Dallas-Ft. Worth,A,123546695,29847936,0.241592347,25.27868528,25.606497,22.43898,1320296
2020,Q2,2020-Q2,Dallas-Ft. Worth,O,83461739,20655376,0.247483173,25.27868528,25.606497,22.43898,561941
2020,Q3,2020-Q3,Dallas-Ft. Worth,A,124374054,34188840,0.274887237,25.10454786,25.435993,22.766938,1218504
2020,Q3,2020-Q3,Dallas-Ft. Worth,O,83487956,22776645,0.272813542,25.10454786,25.435993,22.766938,604910
2020,Q4,2020-Q4,Dallas-Ft. Worth,A,124374054,36013270,0.289556132,25.44888423,25.826666,22.353619,1808679
2020,Q4,2020-Q4,Dallas-Ft. Worth,O,83640959,22971742,0.274647042,25.44888423,25.826666,22.353619,932289
2021,Q1,2021-Q1,Dallas-Ft. Worth,A,124374054,35999761,0.289447516,25.38378593,25.75945,22.234029,1260019
2021,Q1,2021-Q1,Dallas-Ft. Worth,O,83640959,24218106,0.289548402,25.38378593,25.75945,22.234029,633606
2021,Q2,2021-Q2,Dallas-Ft. Worth,A,124782894,36841365,0.295243713,25.34501246,25.698148,22.45438,1455440
2021,Q2,2021-Q2,Dallas-Ft. Worth,O,84016940,24135616,0.287270829,25.34501246,25.698148,22.45438,865678
2021,Q3,2021-Q3,Dallas-Ft. Worth,A,124947678,34965395,0.279840294,25.47984809,25.87346,22.392792,2346878
2021,Q3,2021-Q3,Dallas-Ft. Worth,O,84149212,24220579,0.287828946,25.47984809,25.87346,22.392792,1265218
2021,Q4,2021-Q4,Dallas-Ft. Worth,A,124370947,35230771,0.283271711,25.53898353,25.978429,22.159391,1870225
2021,Q4,2021-Q4,Dallas-Ft. Worth,O,84428909,23807155,0.281978712,25.53898353,25.978429,22.159391,1347136
2022,Q1,2022-Q1,Dallas-Ft. Worth,A,125384099,38711708,0.308744955,26.50281377,26.8516,23.122141,1557741
2022,Q1,2022-Q1,Dallas-Ft. Worth,O,85039821,24130083,0.283750397,26.50281377,26.8516,23.122141,1080238
2022,Q2,2022-Q2,Dallas-Ft. Worth,A,126591121,35866202,0.283323204,26.40478575,26.667039,23.659648,1953814
2022,Q2,2022-Q2,Dallas-Ft. Worth,O,84797506,24095990,0.284159183,26.40478575,26.667039,23.659648,907327
2022,Q3,2022-Q3,Dallas-Ft. Worth,A,126909753,36499106,0.287598905,26.49503017,26.868465,24.036186,2278669
2022,Q3,2022-Q3,Dallas-Ft. Worth,O,84797506,24064890,0.283792427,26.49503017,26.868465,24.036186,1242201
2022,Q4,2022-Q4,Dallas-Ft. Worth,A,128717532,37016662,0.287580576,26.60894635,27.127464,23.023388,1775757
2022,Q4,2022-Q4,Dallas-Ft. Worth,O,84797506,23853177,0.281295738,26.60894635,27.127464,23.023388,1030831
2023,Q1,2023-Q1,Dallas-Ft. Worth,A,128717532,38752908,0.301069383,28.28312749,28.93498,24.406171,1409124
2023,Q1,2023-Q1,Dallas-Ft. Worth,O,84853833,23746268,0.279849091,28.28312749,28.93498,24.406171,834900
2023,Q2,2023-Q2,Dallas-Ft. Worth,A,129664667,38795843,0.299201347,28.33420548,28.955575,24.340473,1613194
2023,Q2,2023-Q2,Dallas-Ft. Worth,O,85243283,24053294,0.282172309,28.33420548,28.955575,24.340473,1093525
2023,Q3,2023-Q3,Dallas-Ft. Worth,A,131047973,40053779,0.30564211,28.50805746,29.135463,24.531847,1751159
2023,Q3,2023-Q3,Dallas-Ft. Worth,O,85343429,24804157,0.29063933,28.50805746,29.135463,24.531847,653227
2023,Q4,2023-Q4,Dallas-Ft. Worth,A,133185144,42150901,0.316483504,29.13648063,29.793645,24.547005,1920369
2023,Q4,2023-Q4,Dallas-Ft. Worth,O,85343429,23616698,0.276725441,29.13648063,29.793645,24.547005,976928
2024,Q1,2024-Q1,Dallas-Ft. Worth,A,132882220,41234063,0.310305344,30.55857354,31.110196,27.129707,1494552
2024,Q1,2024-Q1,Dallas-Ft. Worth,O,83634989,23448510,0.280367228,30.55857354,31.110196,27.129707,747265
2024,Q2,2024-Q2,Dallas-Ft. Worth,A,133477828,41386039,0.310059278,30.75604588,31.315627,27.260865,1704433
2024,Q2,2024-Q2,Dallas-Ft. Worth,O,83634989,23374207,0.279478808,30.75604588,31.315627,27.260865,1040352
2024,Q3,2024-Q3,Dallas-Ft. Worth,A,134383904,42332992,0.315015346,30.91607911,31.476412,27.557374,2680665
2024,Q3,2024-Q3,Dallas-Ft. Worth,O,83733801,23095019,0.275814769,30.91607911,31.476412,27.557374,1510542
2024,Q4,2024-Q4,Dallas-Ft. Worth,A,134699217,38222917,0.284,31.01,31.538754,27.588155,1972068
2024,Q4,2024-Q4,Dallas-Ft. Worth,O,83899171,22084662,0.263,31.01,31.538754,27.588155,998305
2018,Q1,2018-Q1,Denver-Boulder,A,53002807,10646654,0.200869626,27.47713904,NA,NA,1217038
2018,Q1,2018-Q1,Denver-Boulder,O,57367634,9809072,0.17098617,27.47713904,NA,NA,865991
2018,Q2,2018-Q2,Denver-Boulder,A,53138612,10131818,0.19066772,27.57588296,NA,NA,1071904
2018,Q2,2018-Q2,Denver-Boulder,O,57241134,10139893,0.177143468,27.57588296,NA,NA,930604
2018,Q3,2018-Q3,Denver-Boulder,A,53440362,9929665,0.185808341,28.2188713,NA,NA,1340273
2018,Q3,2018-Q3,Denver-Boulder,O,57339667,10272337,0.179148878,28.2188713,NA,NA,690236
2018,Q4,2018-Q4,Denver-Boulder,A,53728022,9414136,0.175218362,27.79657153,NA,NA,1044257
2018,Q4,2018-Q4,Denver-Boulder,O,57339667,10148368,0.176986867,27.79657153,NA,NA,921212
2019,Q1,2019-Q1,Denver-Boulder,A,54054610,9151769,0.169305985,28.34684472,28.572257,26.136614,1197739
2019,Q1,2019-Q1,Denver-Boulder,O,57339667,9615722,0.167697556,28.34684472,28.572257,26.136614,838863
2019,Q2,2019-Q2,Denver-Boulder,A,54406531,9170494,0.168555021,27.99953521,28.185447,26.525725,1169075
2019,Q2,2019-Q2,Denver-Boulder,O,57339667,9646431,0.168233119,27.99953521,28.185447,26.525725,879067
2019,Q3,2019-Q3,Denver-Boulder,A,54569304,8697551,0.159385412,28.19193288,28.323955,27.094867,1179053
2019,Q3,2019-Q3,Denver-Boulder,O,57339667,9797797,0.170872932,28.19193288,28.323955,27.094867,1064253
2019,Q4,2019-Q4,Denver-Boulder,A,54721040,9758296,0.178328043,28.31537341,28.481266,26.761687,1292269
2019,Q4,2019-Q4,Denver-Boulder,O,57339667,9821422,0.17128495,28.31537341,28.481266,26.761687,931056
2020,Q1,2020-Q1,Denver-Boulder,A,54929446,9942403,0.181003154,28.86081096,29.025364,27.288594,778647
2020,Q1,2020-Q1,Denver-Boulder,O,57332797,9960212,0.173726253,28.86081096,29.025364,27.288594,719915
2020,Q2,2020-Q2,Denver-Boulder,A,56008546,10910988,0.194809342,29.99032118,30.121283,28.636486,769450
2020,Q2,2020-Q2,Denver-Boulder,O,57317253,10746291,0.187487893,29.99032118,30.121283,28.636486,399318
2020,Q3,2020-Q3,Denver-Boulder,A,55943496,12124252,0.216723174,29.86908658,29.987544,28.694441,444461
2020,Q3,2020-Q3,Denver-Boulder,O,57364424,12120411,0.21128794,29.86908658,29.987544,28.694441,359788
2020,Q4,2020-Q4,Denver-Boulder,A,56159955,13506809,0.240506051,30.01156253,30.151507,28.665302,578390
2020,Q4,2020-Q4,Denver-Boulder,O,57629805,12942354,0.224577439,30.01156253,30.151507,28.665302,437051
2021,Q1,2021-Q1,Denver-Boulder,A,56159955,13646089,0.24298611,31.49527452,31.6114,30.526868,719710
2021,Q1,2021-Q1,Denver-Boulder,O,57495067,13697530,0.238238352,31.49527452,31.6114,30.526868,551089
2021,Q2,2021-Q2,Denver-Boulder,A,56422802,14312463,0.25366452,31.34842854,31.582247,29.72694,526040
2021,Q2,2021-Q2,Denver-Boulder,O,57590501,14016554,0.243383088,31.34842854,31.582247,29.72694,934922
2021,Q3,2021-Q3,Denver-Boulder,A,56422802,14745085,0.261332023,31.42120944,31.924727,27.983412,926949
2021,Q3,2021-Q3,Denver-Boulder,O,57590501,13398132,0.232644825,31.42120944,31.924727,27.983412,975402
2021,Q4,2021-Q4,Denver-Boulder,A,56422802,14524895,0.257429523,31.58999968,32.097869,27.745382,1087914
2021,Q4,2021-Q4,Denver-Boulder,O,57590501,13319306,0.231276092,31.58999968,32.097869,27.745382,1109467
2022,Q1,2022-Q1,Denver-Boulder,A,56877524,14550280,0.255817746,32.54559868,33.084608,28.074617,1330573
2022,Q1,2022-Q1,Denver-Boulder,O,57703188,13072231,0.226542613,32.54559868,33.084608,28.074617,762458
2022,Q2,2022-Q2,Denver-Boulder,A,56877524,14520757,0.255298684,32.5092022,33.104865,27.246036,741526
2022,Q2,2022-Q2,Denver-Boulder,O,57397747,13074238,0.227783122,32.5092022,33.104865,27.246036,695147
2022,Q3,2022-Q3,Denver-Boulder,A,57242235,15773549,0.275557881,32.4850067,33.214481,26.151819,878526
2022,Q3,2022-Q3,Denver-Boulder,O,57416260,13658551,0.237886463,32.4850067,33.214481,26.151819,697951
2022,Q4,2022-Q4,Denver-Boulder,A,57242235,16352700,0.285675428,32.4417243,33.283629,25.638104,827418
2022,Q4,2022-Q4,Denver-Boulder,O,57416260,14007953,0.243971882,32.4417243,33.283629,25.638104,799295
2023,Q1,2023-Q1,Denver-Boulder,A,57242235,16427675,0.286985213,32.40547564,33.330451,25.407609,984183
2023,Q1,2023-Q1,Denver-Boulder,O,57416260,13590914,0.236708452,32.40547564,33.330451,25.407609,774679
2023,Q2,2023-Q2,Denver-Boulder,A,57242235,16958586,0.296260025,32.55810328,33.424622,25.334445,887580
2023,Q2,2023-Q2,Denver-Boulder,O,57366019,13754850,0.23977348,32.55810328,33.424622,25.334445,861008
2023,Q3,2023-Q3,Denver-Boulder,A,58629260,18649151,0.318086072,33.22711969,33.99033,26.428876,754468
2023,Q3,2023-Q3,Denver-Boulder,O,57616025,14648110,0.254236734,33.22711969,33.99033,26.428876,686475
2023,Q4,2023-Q4,Denver-Boulder,A,58629260,18779262,0.320305288,33.17815337,33.894414,26.302594,1114681
2023,Q4,2023-Q4,Denver-Boulder,O,57687946,14545372,0.252138844,33.17815337,33.894414,26.302594,738655
2024,Q1,2024-Q1,Denver-Boulder,A,59239449,18832894,0.317911363,34.04348433,34.724826,27.963964,716050
2024,Q1,2024-Q1,Denver-Boulder,O,57533788,14757506,0.256501553,34.04348433,34.724826,27.963964,555307
2024,Q2,2024-Q2,Denver-Boulder,A,59280929,19338064,0.326210542,34.58338075,35.184817,28.382834,852351
2024,Q2,2024-Q2,Denver-Boulder,O,57442995,14539782,0.253116712,34.58338075,35.184817,28.382834,666339
2024,Q3,2024-Q3,Denver-Boulder,A,59147577,19844290,0.335504699,35.37798661,36.170906,27.53576,1157564
2024,Q3,2024-Q3,Denver-Boulder,O,57223312,14991595,0.261984049,35.37798661,36.170906,27.53576,757352
2024,Q4,2024-Q4,Denver-Boulder,A,59147577,20301564,0.343,35.57,36.957271,28.019088,1209756
2024,Q4,2024-Q4,Denver-Boulder,O,57347502,14884434,0.26,35.57,36.957271,28.019088,595104
2018,Q1,2018-Q1,Detroit,A,34423167,6565982,0.190743112,18.74940932,NA,NA,435687
2018,Q1,2018-Q1,Detroit,O,47275239,9751490,0.20627056,18.74940932,NA,NA,396490
2018,Q2,2018-Q2,Detroit,A,34423167,6472413,0.188024914,18.88035665,NA,NA,345698
2018,Q2,2018-Q2,Detroit,O,47275239,9315789,0.197054297,18.88035665,NA,NA,390975
2018,Q3,2018-Q3,Detroit,A,34423167,6291562,0.182771155,18.92442719,NA,NA,224991
2018,Q3,2018-Q3,Detroit,O,47236239,9664797,0.204605557,18.92442719,NA,NA,276423
2018,Q4,2018-Q4,Detroit,A,34423167,6542122,0.190049974,19.33666198,NA,NA,344437
2018,Q4,2018-Q4,Detroit,O,47236239,9983037,0.211342757,19.33666198,NA,NA,347463
2019,Q1,2019-Q1,Detroit,A,34423167,6468782,0.187919432,20.13709859,19.990075,19.935551,330192
2019,Q1,2019-Q1,Detroit,O,47272239,9923190,0.209915803,20.13709859,19.990075,19.935551,395577
2019,Q2,2019-Q2,Detroit,A,34423167,6442755,0.187163343,20.24684715,20.221759,19.376747,212476
2019,Q2,2019-Q2,Detroit,O,47272239,9845411,0.208270461,20.24684715,20.221759,19.376747,281138
2019,Q3,2019-Q3,Detroit,A,34533167,6212458,0.179898299,20.16243991,20.102226,19.385596,496863
2019,Q3,2019-Q3,Detroit,O,47272239,9178114,0.194154417,20.16243991,20.102226,19.385596,519728
2019,Q4,2019-Q4,Detroit,A,34533167,6127939,0.177450826,20.22598238,20.174528,19.377848,364578
2019,Q4,2019-Q4,Detroit,O,47272239,9532879,0.201659139,20.22598238,20.174528,19.377848,516399
2020,Q1,2020-Q1,Detroit,A,34533167,6153491,0.178190752,20.09822927,20.075393,18.398547,176508
2020,Q1,2020-Q1,Detroit,O,47347319,9613890,0.203050356,20.09822927,20.075393,18.398547,999351
2020,Q2,2020-Q2,Detroit,A,34533167,6584967,0.190685291,20.05999175,20.118075,16.89634,367453
2020,Q2,2020-Q2,Detroit,O,47347319,9849208,0.208020395,20.05999175,20.118075,16.89634,302228
2020,Q3,2020-Q3,Detroit,A,34533167,6907927,0.20003746,20.22418652,20.258037,17.314248,91624
2020,Q3,2020-Q3,Detroit,O,47347319,10155668,0.21449299,20.22418652,20.258037,17.314248,235572
2020,Q4,2020-Q4,Detroit,A,34955604,7191053,0.205719604,20.20074544,20.233807,17.738428,238110
2020,Q4,2020-Q4,Detroit,O,47447319,10451974,0.220285871,20.20074544,20.233807,17.738428,249966
2021,Q1,2021-Q1,Detroit,A,35291604,7065484,0.200202972,20.32147128,20.330479,18.523554,250650
2021,Q1,2021-Q1,Detroit,O,47471145,10876668,0.22912167,20.32147128,20.330479,18.523554,142495
2021,Q2,2021-Q2,Detroit,A,35547232,7380242,0.20761791,20.30592837,20.333274,18.788661,494401
2021,Q2,2021-Q2,Detroit,O,48160074,10789637,0.224036969,20.30592837,20.333274,18.788661,224748
2021,Q3,2021-Q3,Detroit,A,35607938,7984126,0.224223206,20.34195769,20.207983,18.457819,419507
2021,Q3,2021-Q3,Detroit,O,48407144,10966168,0.226540281,20.34195769,20.207983,18.457819,453460
2021,Q4,2021-Q4,Detroit,A,35807938,8024495,0.224098215,20.59970894,20.48907,18.325291,328819
2021,Q4,2021-Q4,Detroit,O,48407144,10258675,0.211924814,20.59970894,20.48907,18.325291,381870
2022,Q1,2022-Q1,Detroit,A,35807938,8058022,0.225034516,20.74297552,20.689204,18.211227,182051
2022,Q1,2022-Q1,Detroit,O,48318968,10439966,0.216063514,20.74297552,20.689204,18.211227,353341
2022,Q2,2022-Q2,Detroit,A,35768208,8727401,0.243998833,20.59785357,20.481698,18.75096,210604
2022,Q2,2022-Q2,Detroit,O,48285972,10881681,0.225359055,20.59785357,20.481698,18.75096,270368
2022,Q3,2022-Q3,Detroit,A,35768208,8786376,0.245647643,20.65651868,20.642168,18.338187,355752
2022,Q3,2022-Q3,Detroit,O,48000504,10882631,0.226719099,20.65651868,20.642168,18.338187,689715
2022,Q4,2022-Q4,Detroit,A,35768208,8682904,0.242754795,20.45705618,20.469326,18.115711,203172
2022,Q4,2022-Q4,Detroit,O,47967958,10859334,0.226387248,20.45705618,20.469326,18.115711,686926
2023,Q1,2023-Q1,Detroit,A,35957501,8860657,0.246420267,20.51310296,20.570598,17.581093,413891
2023,Q1,2023-Q1,Detroit,O,48095653,11132544,0.23146674,20.51310296,20.570598,17.581093,418549
2023,Q2,2023-Q2,Detroit,A,35957501,9295452,0.258512181,20.49037463,20.563375,17.379073000000002,282223
2023,Q2,2023-Q2,Detroit,O,48095653,10911061,0.226861687,20.49037463,20.563375,17.379073000000002,370427
2023,Q3,2023-Q3,Detroit,A,35957501,9204435,0.255980943,20.28149486,20.562404,17.413271,263182
2023,Q3,2023-Q3,Detroit,O,48025073,11274103,0.234754521,20.28149486,20.562404,17.413271,461074
2023,Q4,2023-Q4,Detroit,A,36217501,9414445,0.259941872,20.89904725,21.207934,17.40329,597070
2023,Q4,2023-Q4,Detroit,O,47937089,11120613,0.231983486,20.89904725,21.207934,17.40329,543607
2024,Q1,2024-Q1,Detroit,A,36621501,9985552,0.272669108,21.87576645,22.212517,17.512799,374237
2024,Q1,2024-Q1,Detroit,O,47937089,11498155,0.239859266,21.87576645,22.212517,17.512799,384020
2024,Q2,2024-Q2,Detroit,A,36621501,9453054,0.258128524,21.8355579,22.225199,17.407312,526413
