year,quarter,market,city,state,cbd_suburban,building_name,building_id,address,leased_sf,company_name,internal_industry,transaction_type,internal_class,rba,available_space,overall_rent,leasing
2018,Q1,Atlanta,Atlanta,GA,Suburban,Crown Pointe,Atlanta_Central Perimeter_Atlanta_Crown Pointe_1050 Crown Pointe Pkwy,1050 Crown Pointe Pkwy,3609,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,Galleria 200,Atlanta_Northwest_Atlanta_Galleria 200_200 Galleria Pky SE,200 Galleria Pky SE,4403,Georgia Medicare 101,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,Lakeside Commons I,Atlanta_Central Perimeter_Atlanta_Lakeside Commons I_990 Hammond Dr NE,990 Hammond Dr NE,14717,Alimera Sciences,"Manufacturing (except Pharmaceutical, Retail, and Computer Tech)",Relocation,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,Lakeside Commons I,Atlanta_Central Perimeter_Atlanta_Lakeside Commons I_990 Hammond Dr NE,990 Hammond Dr NE,2959,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,Lakeside Commons I,Atlanta_Central Perimeter_Atlanta_Lakeside Commons I_990 Hammond Dr NE,990 Hammond Dr NE,14717,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,Lenox Center Building,Atlanta_Buckhead_Atlanta_Lenox Center Building_3355 Lenox Rd NE,3355 Lenox Rd NE,1870,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,Lenox Plaza,Atlanta_Buckhead_Atlanta_Lenox Plaza_3384 Peachtree Rd NE,3384 Peachtree Rd NE,1683,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,Loudermilk Conference Center,Atlanta_Downtown_Atlanta_Loudermilk Conference Center_40 NE Courtland St,40 NE Courtland St,74658,United Way Of Greater Atlanta,Associations and Non-profit Organizations (except Education and Non-profit Hospitals),Relocation,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,Monarch Tower,Atlanta_Buckhead_Atlanta_Monarch Tower_3424 Peachtree Rd NE,3424 Peachtree Rd NE,2716,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,Northridge Center II,Atlanta_Central Perimeter_Atlanta_Northridge Center II_375 Northridge Rd,375 Northridge Rd,23185,Milend,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,One Buckhead Plaza,Atlanta_Buckhead_Atlanta_One Buckhead Plaza_3060 Peachtree Rd NW,3060 Peachtree Rd NW,4150,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,One Midtown Plaza,Atlanta_Midtown_Atlanta_One Midtown Plaza_1360 Peachtree St NE,1360 Peachtree St NE,1616,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,One Ninety One Peachtree Tower,Atlanta_Downtown_Atlanta_One Ninety One Peachtree Tower_191 Peachtree St NE,191 Peachtree St NE,8773,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,One Tower Creek,Atlanta_Northwest_Atlanta_One Tower Creek_3101 Towercreek Pkwy SE,3101 Towercreek Pkwy SE,1758,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,Suburban,One Tower Creek,Atlanta_Northwest_Atlanta_One Tower Creek_3101 Towercreek Pkwy SE,3101 Towercreek Pkwy SE,2504,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,Suburban,Paces Cumberland,Atlanta_Northwest_Atlanta_Paces Cumberland_2675 Paces Ferry Rd SE,2675 Paces Ferry Rd SE,1279,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,Suburban,Paces Cumberland,Atlanta_Northwest_Atlanta_Paces Cumberland_2675 Paces Ferry Rd SE,2675 Paces Ferry Rd SE,1478,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,Suburban,Paces West,Atlanta_Northwest_Atlanta_Paces West_2727 Paces Ferry Rd SE,2727 Paces Ferry Rd SE,2325,Mol Consolidation Service Ltd,Transportation,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,Peachtree 25th,Atlanta_Buckhead_Atlanta_Peachtree 25th_1718-1720 NW Peachtree St,1718-1720 NW Peachtree St,774,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,Peachtree 25th,Atlanta_Buckhead_Atlanta_Peachtree 25th_1718-1720 NW Peachtree St,1718-1720 NW Peachtree St,1186,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,Piedmont Center 14,Atlanta_Buckhead_Atlanta_Piedmont Center 14_3565 Piedmont Rd NE,3565 Piedmont Rd NE,2782,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,Piedmont Center 912,Atlanta_Buckhead_Atlanta_Piedmont Center 912_3495 Piedmont Rd NE,3495 Piedmont Rd NE,5322,Car 360,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,Powers Ferry Landing West,Atlanta_Northwest_Atlanta_Powers Ferry Landing West_6445 Powers Ferry Rd NW,6445 Powers Ferry Rd NW,4595,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,Promenade Tower,Atlanta_Midtown_Atlanta_Promenade Tower_1230 Peachtree St NE,1230 Peachtree St NE,2664,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,Resurgens Plaza,Atlanta_Buckhead_Atlanta_Resurgens Plaza_945 E Paces Ferry Rd NE,945 E Paces Ferry Rd NE,2457,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,RiverEdge One,Atlanta_Northwest_Atlanta_RiverEdge One_5500 Interstate N Pky NW,5500 Interstate N Pky NW,2160,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,Suburban,Riveredge Place,Atlanta_Northwest_Atlanta_Riveredge Place_2000 Riveredge Pky NW,2000 Riveredge Pky NW,945,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,Roswell North,Atlanta_Central Perimeter_Atlanta_Roswell North_8010 Roswell Rd,8010 Roswell Rd,3047,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,Terminus 100,Atlanta_Buckhead_Atlanta_Terminus 100_3280 Peachtree Rd NE,3280 Peachtree Rd NE,33000,Morgan Stanley,Financial Services and Insurance,Expansion,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,Terminus 100,Atlanta_Buckhead_Atlanta_Terminus 100_3280 Peachtree Rd NE,3280 Peachtree Rd NE,23835,Premiere Global Services,"Business, Professional, and Consulting Services (except Financial and Legal) - Including Accounting",Renewal,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,The Hurt Building,Atlanta_Downtown_Atlanta_The Hurt Building_50 Hurt Plz SE,50 Hurt Plz SE,1883,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,The Hurt Building,Atlanta_Downtown_Atlanta_The Hurt Building_50 Hurt Plz SE,50 Hurt Plz SE,2061,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,The Hurt Building,Atlanta_Downtown_Atlanta_The Hurt Building_50 Hurt Plz SE,50 Hurt Plz SE,2127,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,The Hurt Building,Atlanta_Downtown_Atlanta_The Hurt Building_50 Hurt Plz SE,50 Hurt Plz SE,2532,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,The Triangle Building,Atlanta_Northwest_Atlanta_The Triangle Building_1775 The Exchange SE,1775 The Exchange SE,2313,Midcontinental Group,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,Tower Place 100,Atlanta_Buckhead_Atlanta_Tower Place 100_3340 Peachtree Rd NE,3340 Peachtree Rd NE,17467,Brightwave,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,Two Midtown Plaza,Atlanta_Midtown_Atlanta_Two Midtown Plaza_1349 W Peachtree St NW,1349 W Peachtree St NW,1762,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,NA,Atlanta_Midtown_Atlanta_NA_10 10th St,10 10th St,3311,Tek Systems,"Technology, Advertising, Media, and Information",New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,NA,Atlanta_Northlake_Atlanta_NA_1075 Zonolite Rd NE,1075 Zonolite Rd NE,2070,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,Suburban,NA,Atlanta_Northlake_Atlanta_NA_2300 Henderson Mill Rd NE,2300 Henderson Mill Rd NE,1044,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,Suburban,NA,Atlanta_Northlake_Atlanta_NA_2600 Century Pky NE,2600 Century Pky NE,26067,South College,Education,Relocation,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,Suburban,NA,Atlanta_Central Perimeter_Atlanta_NA_41 Perimeter Ctr E,41 Perimeter Ctr E,1448,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,Suburban,NA,Atlanta_Central Perimeter_Atlanta_NA_41 Perimeter Ctr E,41 Perimeter Ctr E,2302,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,Suburban,NA,Atlanta_Central Perimeter_Atlanta_NA_47 Perimeter Ctr E,47 Perimeter Ctr E,1575,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,Suburban,NA,Atlanta_Central Perimeter_Atlanta_NA_47 Perimeter Ctr E,47 Perimeter Ctr E,2383,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,NA,Atlanta_Midtown_Atlanta_NA_763-765 Trabert Ave NW,763-765 Trabert Ave NW,5658,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,100 Peachtree,Atlanta_Downtown_Atlanta_100 Peachtree_100 Peachtree St NW,100 Peachtree St NW,20000,Boston Consulting Group,"Business, Professional, and Consulting Services (except Financial and Legal) - Including Accounting",Expansion,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,1000 Circle 75,Atlanta_Northwest_Atlanta_1000 Circle 75_1000 Circle 75 Pky SE,1000 Circle 75 Pky SE,4314,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,Suburban,121 Perimeter Center West,Atlanta_Central Perimeter_Atlanta_121 Perimeter Center West_121 Perimeter Ctr W,121 Perimeter Ctr W,3807,American Fueling Systems,NA,Renewal,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,1355 Peachtree,Atlanta_Midtown_Atlanta_1355 Peachtree_1355 Peachtree St NE,1355 Peachtree St NE,89277,"Swift, Currie, Mcghee & Hiers",Legal Services,Expansion,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,2295 Northlake Pky,Atlanta_Northlake_Atlanta_2295 Northlake Pky_2295 Parklake Dr NE,2295 Parklake Dr NE,238,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,230 Peachtree,Atlanta_Downtown_Atlanta_230 Peachtree_230 Peachtree St NW,230 Peachtree St NW,4935,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,Suburban,2302 Parklake Dr NE,Atlanta_Northlake_Atlanta_2302 Parklake Dr NE_2302 Parklake Dr,2302 Parklake Dr,1751,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,Suburban,280 Interstate North,Atlanta_Northwest_Atlanta_280 Interstate North_280 Interstate N Cir,280 Interstate N Cir,5723,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,3344 Peachtree,Atlanta_Buckhead_Atlanta_3344 Peachtree_3344 Peachtree Rd NE,3344 Peachtree Rd NE,3585,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,3399 Peachtree,Atlanta_Buckhead_Atlanta_3399 Peachtree_3399 Peachtree Rd NE,3399 Peachtree Rd NE,20828,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,340 Interstate North,Atlanta_Northwest_Atlanta_340 Interstate North_340 Interstate N Pky SE,340 Interstate N Pky SE,4963,G2 Ocean,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,Suburban,3400 Overton,Atlanta_Northwest_Atlanta_3400 Overton_3400 Overton Park Dr,3400 Overton Park Dr,26216,"Mcgriff, Seibels & Williams",Financial Services and Insurance,Relocation,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,3400 Overton,Atlanta_Northwest_Atlanta_3400 Overton_3400 Overton Park Dr,3400 Overton Park Dr,2734,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,3400 Overton,Atlanta_Northwest_Atlanta_3400 Overton_3400 Overton Park Dr,3400 Overton Park Dr,26216,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,7000 Central Park,Atlanta_Central Perimeter_Atlanta_7000 Central Park_7000 Central Pky NE,7000 Central Pky NE,1185,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,7000 Central Park,Atlanta_Central Perimeter_Atlanta_7000 Central Park_7000 Central Pky NE,7000 Central Pky NE,2847,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,7000 Central Park,Atlanta_Central Perimeter_Atlanta_7000 Central Park_7000 Central Pky NE,7000 Central Pky NE,13013,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,Atlantic Station,Atlanta_Midtown_Atlanta_Atlantic Station_201 17th St NW,201 17th St NW,4003,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,Baltimore Block,Atlanta_Downtown_Atlanta_Baltimore Block_1 Baltimore Pl NW,1 Baltimore Pl NW,3109,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,Baltimore Block,Atlanta_Downtown_Atlanta_Baltimore Block_1 Baltimore Pl NW,1 Baltimore Pl NW,7500,Test Change 2 Hq Kd,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,Bank of America Plaza,Atlanta_Downtown_Atlanta_Bank of America Plaza_600 Peachtree St NE,600 Peachtree St NE,12826,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,Brookwood Exchange Bldg,Atlanta_Buckhead_Atlanta_Brookwood Exchange Bldg_1708 Peachtree St NW,1708 Peachtree St NW,800,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,Brookwood Exchange Bldg,Atlanta_Buckhead_Atlanta_Brookwood Exchange Bldg_1708 Peachtree St NW,1708 Peachtree St NW,1000,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,Suburban,Buckeye Tower,Atlanta_Northlake_Atlanta_Buckeye Tower_3300 Buckeye Rd,3300 Buckeye Rd,2000,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,Buckhead Center,Atlanta_Buckhead_Atlanta_Buckhead Center_2964 Peachtree Rd NW,2964 Peachtree Rd NW,309,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,Suburban,Building D,Atlanta_Central Perimeter_Atlanta_Building D_5909 Peachtree Dunwoody Rd NE,5909 Peachtree Dunwoody Rd NE,2987,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,Building D,Atlanta_Central Perimeter_Atlanta_Building D_5909 Peachtree Dunwoody Rd NE,5909 Peachtree Dunwoody Rd NE,5111,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,Building D,Atlanta_Central Perimeter_Atlanta_Building D_5909 Peachtree Dunwoody Rd NE,5909 Peachtree Dunwoody Rd NE,2388,Synerfac Technical Staffing,NA,Renewal,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,Coda,Atlanta_Midtown_Atlanta_Coda_756 W Peachtree St,756 W Peachtree St,50000,Wework,Coworking and Executive Suite Companies,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,Crown Pointe,Atlanta_Central Perimeter_Atlanta_Crown Pointe_1040 Crown Pointe Pkwy,1040 Crown Pointe Pkwy,23000,NA,NA,Relocation,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,Druid Pointe,Atlanta_Northlake_Atlanta_Druid Pointe_2751 Buford Hwy NE,2751 Buford Hwy NE,2311,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,Galleria 200,Atlanta_Northwest_Atlanta_Galleria 200_200 Galleria Pky SE,200 Galleria Pky SE,3539,Cps Payment Services,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,Lenox Plaza,Atlanta_Buckhead_Atlanta_Lenox Plaza_3384 Peachtree Rd NE,3384 Peachtree Rd NE,3451,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,Lenox Towers North,Atlanta_Buckhead_Atlanta_Lenox Towers North_3400 Peachtree Rd NE,3400 Peachtree Rd NE,1305,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,Lenox Towers North,Atlanta_Buckhead_Atlanta_Lenox Towers North_3400 Peachtree Rd NE,3400 Peachtree Rd NE,1976,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,Lenox Towers North,Atlanta_Buckhead_Atlanta_Lenox Towers North_3400 Peachtree Rd NE,3400 Peachtree Rd NE,2099,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,Lenox Towers North,Atlanta_Buckhead_Atlanta_Lenox Towers North_3400 Peachtree Rd NE,3400 Peachtree Rd NE,601,Vhv Jewelers,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,Lenox Towers South,Atlanta_Buckhead_Atlanta_Lenox Towers South_3390 Peachtree Rd NE,3390 Peachtree Rd NE,1712,Reynolds Law Group,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,Monarch Plaza,Atlanta_Buckhead_Atlanta_Monarch Plaza_3414 Peachtree Rd NE,3414 Peachtree Rd NE,50000,"Baker, Donelson, Bearman, Caldwell & Berkowitz",Legal Services,Restructure,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,Monarch Plaza,Atlanta_Buckhead_Atlanta_Monarch Plaza_3414 Peachtree Rd NE,3414 Peachtree Rd NE,3718,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,North Terraces,Atlanta_Central Perimeter_Atlanta_North Terraces_400 Perimeter Center Ter,400 Perimeter Center Ter,5446,Teplis Travel,Transportation,Renewal,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,Northside Tower,Atlanta_Central Perimeter_Atlanta_Northside Tower_6065 Roswell Rd NE,6065 Roswell Rd NE,2233,Advanced Integrated Health Care,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,Suburban,Northside Tower,Atlanta_Central Perimeter_Atlanta_Northside Tower_6065 Roswell Rd NE,6065 Roswell Rd NE,645,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,Suburban,Northside Tower,Atlanta_Central Perimeter_Atlanta_Northside Tower_6065 Roswell Rd NE,6065 Roswell Rd NE,943,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,Suburban,Northside Tower,Atlanta_Central Perimeter_Atlanta_Northside Tower_6065 Roswell Rd NE,6065 Roswell Rd NE,1953,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,One Alliance,Atlanta_Buckhead_Atlanta_One Alliance_3500 Lenox Rd NE,3500 Lenox Rd NE,3000,Atlantic Realty Partners,Real Estate (except coworking providers),New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,One Ameris Center,Atlanta_Buckhead_Atlanta_One Ameris Center_3490 Piedmont Rd NE,3490 Piedmont Rd NE,2143,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,One Ameris Center,Atlanta_Buckhead_Atlanta_One Ameris Center_3490 Piedmont Rd NE,3490 Piedmont Rd NE,4373,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,One Hartsfield Centre,Atlanta_South Atlanta_Atlanta_One Hartsfield Centre_100 Hartsfield Centre Pky,100 Hartsfield Centre Pky,1406,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,One Midtown Plaza,Atlanta_Midtown_Atlanta_One Midtown Plaza_1360 Peachtree St NE,1360 Peachtree St NE,4362,Perficient,"Technology, Advertising, Media, and Information",New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,Peachtree Center,Atlanta_Downtown_Atlanta_Peachtree Center_235 Peachtree St NE,235 Peachtree St NE,13954,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,Piedmont Center 14,Atlanta_Buckhead_Atlanta_Piedmont Center 14_3565 Piedmont Rd NE,3565 Piedmont Rd NE,1000,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,Salesforce Tower,Atlanta_Buckhead_Atlanta_Salesforce Tower_950 E Paces Ferry Rd NE,950 E Paces Ferry Rd NE,3408,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,Scott Cumberland Building,Atlanta_Northwest_Atlanta_Scott Cumberland Building_2780 Bert Adams Rd,2780 Bert Adams Rd,2800,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,Suburban,South Pointe,Atlanta_South Atlanta_Atlanta_South Pointe_1691 Phoenix Blvd,1691 Phoenix Blvd,2501,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,South Pointe,Atlanta_South Atlanta_Atlanta_South Pointe_1691 Phoenix Blvd,1691 Phoenix Blvd,3987,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,South Terraces,Atlanta_Central Perimeter_Atlanta_South Terraces_115 Perimeter Center Pl NE,115 Perimeter Center Pl NE,12395,Leasequery,"Technology, Advertising, Media, and Information",Relocation,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,Sterling Pointe II,Atlanta_Central Perimeter_Atlanta_Sterling Pointe II_303 Perimeter Ctr N,303 Perimeter Ctr N,1954,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,Summit One,Atlanta_Central Perimeter_Atlanta_Summit One_1001 Summit Blvd,1001 Summit Blvd,178001,Northside Hospital,Healthcare,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,Suburban,The Commons at Lake Hearn,Atlanta_Central Perimeter_Atlanta_The Commons at Lake Hearn_1200 Lake Hearn Dr,1200 Lake Hearn Dr,2481,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,Suburban,The Harte Building,Atlanta_Northwest_Atlanta_The Harte Building_3290 Cumberland Club Dr,3290 Cumberland Club Dr,2700,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,Suburban,The Meridian,Atlanta_Northwest_Atlanta_The Meridian_1995 N Park Pl SE,1995 N Park Pl SE,267,NA,NA,New,A,101140416,20239067,24.3456893335581,1205126
2018,Q1,Atlanta,Atlanta,GA,CBD,The Willoughby,Atlanta_Downtown_Atlanta_The Willoughby_746 Willoughby Way NE,746 Willoughby Way NE,6900,Dragon Army,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,Suburban,Two Crown Center,Atlanta_South Atlanta_Atlanta_Two Crown Center_1745 Phoenix Blvd,1745 Phoenix Blvd,2906,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,Suburban,West Wieuca Square,Atlanta_Central Perimeter_Atlanta_West Wieuca Square_90 W Wieuca Rd NE,90 W Wieuca Rd NE,305,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
2018,Q1,Atlanta,Atlanta,GA,CBD,NA,Atlanta_Midtown_Atlanta_NA_1100 Spring St NW,1100 Spring St NW,1194,NA,NA,New,O,65810449,12728989,24.3456893335581,715742
